""

"Save Time: 21/06/2015 10:23:23"
"User Name:omcuser"


" "

"Total 288 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)","Max Rate(bit/s)","Max Bandwidth Utilization(%)","Inbound Discarded Packet(packet)","Outbound Discarded Packet(packet)","Bandwidth(bit/s)","Interface Availability(%)"
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 12:20:00 UTC+06:00,5 Min,328.0M,365.0M,8.21,9.12
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 12:25:00 UTC+06:00,5 Min,329.0M,366.0M,8.23,9.16
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 12:30:00 UTC+06:00,5 Min,328.0M,366.0M,8.19,9.14
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 12:35:00 UTC+06:00,5 Min,325.0M,360.0M,8.12,8.99
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 12:40:00 UTC+06:00,5 Min,323.0M,357.0M,8.08,8.93
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 12:45:00 UTC+06:00,5 Min,319.0M,356.0M,7.98,8.89
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 12:50:00 UTC+06:00,5 Min,310.0M,348.0M,7.76,8.70
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 12:55:00 UTC+06:00,5 Min,302.0M,338.0M,7.55,8.45
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:00:00 UTC+06:00,5 Min,296.0M,332.0M,7.40,8.30
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:05:00 UTC+06:00,5 Min,283.0M,324.0M,7.08,8.11
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:10:00 UTC+06:00,5 Min,280.0M,311.0M,7.00,7.79
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:15:00 UTC+06:00,5 Min,265.0M,297.0M,6.62,7.43
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:20:00 UTC+06:00,5 Min,261.0M,295.0M,6.54,7.38
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:25:00 UTC+06:00,5 Min,260.0M,295.0M,6.49,7.38
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:30:00 UTC+06:00,5 Min,256.0M,298.0M,6.40,7.46
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:35:00 UTC+06:00,5 Min,262.0M,313.0M,6.56,7.82
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:40:00 UTC+06:00,5 Min,271.0M,324.0M,6.79,8.10
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:45:00 UTC+06:00,5 Min,281.0M,329.0M,7.02,8.22
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:50:00 UTC+06:00,5 Min,293.0M,340.0M,7.33,8.50
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 13:55:00 UTC+06:00,5 Min,299.0M,345.0M,7.48,8.63
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:00:00 UTC+06:00,5 Min,299.0M,343.0M,7.48,8.58
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:05:00 UTC+06:00,5 Min,304.0M,345.0M,7.60,8.62
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:10:00 UTC+06:00,5 Min,303.0M,343.0M,7.57,8.59
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:15:00 UTC+06:00,5 Min,308.0M,342.0M,7.69,8.56
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:20:00 UTC+06:00,5 Min,305.0M,343.0M,7.62,8.57
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:25:00 UTC+06:00,5 Min,309.0M,344.0M,7.74,8.59
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:30:00 UTC+06:00,5 Min,307.0M,342.0M,7.67,8.56
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:35:00 UTC+06:00,5 Min,310.0M,343.0M,7.75,8.58
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:40:00 UTC+06:00,5 Min,310.0M,344.0M,7.75,8.61
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:45:00 UTC+06:00,5 Min,311.0M,341.0M,7.76,8.53
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:50:00 UTC+06:00,5 Min,310.0M,338.0M,7.74,8.46
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 14:55:00 UTC+06:00,5 Min,308.0M,336.0M,7.71,8.40
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:00:00 UTC+06:00,5 Min,309.0M,338.0M,7.73,8.44
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:05:00 UTC+06:00,5 Min,307.0M,335.0M,7.67,8.39
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:10:00 UTC+06:00,5 Min,306.0M,335.0M,7.65,8.37
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:15:00 UTC+06:00,5 Min,307.0M,334.0M,7.68,8.34
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:20:00 UTC+06:00,5 Min,309.0M,335.0M,7.71,8.39
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:25:00 UTC+06:00,5 Min,311.0M,333.0M,7.77,8.34
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:30:00 UTC+06:00,5 Min,310.0M,334.0M,7.76,8.35
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:35:00 UTC+06:00,5 Min,306.0M,333.0M,7.65,8.31
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:40:00 UTC+06:00,5 Min,307.0M,333.0M,7.68,8.32
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:45:00 UTC+06:00,5 Min,305.0M,334.0M,7.62,8.34
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:50:00 UTC+06:00,5 Min,303.0M,333.0M,7.57,8.32
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 15:55:00 UTC+06:00,5 Min,300.0M,332.0M,7.49,8.29
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:00:00 UTC+06:00,5 Min,294.0M,325.0M,7.35,8.12
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:05:00 UTC+06:00,5 Min,297.0M,325.0M,7.42,8.12
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:10:00 UTC+06:00,5 Min,293.0M,320.0M,7.33,8.00
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:15:00 UTC+06:00,5 Min,295.0M,314.0M,7.38,7.85
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:20:00 UTC+06:00,5 Min,291.0M,312.0M,7.28,7.81
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:25:00 UTC+06:00,5 Min,288.0M,312.0M,7.21,7.81
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:30:00 UTC+06:00,5 Min,291.0M,318.0M,7.27,7.96
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:35:00 UTC+06:00,5 Min,287.0M,317.0M,7.19,7.93
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:40:00 UTC+06:00,5 Min,285.0M,312.0M,7.13,7.79
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:45:00 UTC+06:00,5 Min,286.0M,311.0M,7.16,7.76
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:50:00 UTC+06:00,5 Min,289.0M,312.0M,7.23,7.80
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 16:55:00 UTC+06:00,5 Min,283.0M,307.0M,7.07,7.68
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:00:00 UTC+06:00,5 Min,264.0M,292.0M,6.59,7.30
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:05:00 UTC+06:00,5 Min,236.0M,263.0M,5.91,6.59
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:10:00 UTC+06:00,5 Min,222.0M,250.0M,5.56,6.24
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:15:00 UTC+06:00,5 Min,212.0M,237.0M,5.29,5.93
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:20:00 UTC+06:00,5 Min,206.0M,233.0M,5.15,5.82
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:25:00 UTC+06:00,5 Min,212.0M,239.0M,5.30,5.97
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:30:00 UTC+06:00,5 Min,236.0M,266.0M,5.89,6.65
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:35:00 UTC+06:00,5 Min,259.0M,294.0M,6.48,7.34
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:40:00 UTC+06:00,5 Min,271.0M,308.0M,6.79,7.71
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:45:00 UTC+06:00,5 Min,270.0M,313.0M,6.76,7.82
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:50:00 UTC+06:00,5 Min,275.0M,311.0M,6.87,7.77
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 17:55:00 UTC+06:00,5 Min,274.0M,307.0M,6.85,7.68
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:00:00 UTC+06:00,5 Min,278.0M,306.0M,6.95,7.66
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:05:00 UTC+06:00,5 Min,280.0M,306.0M,6.99,7.65
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:10:00 UTC+06:00,5 Min,277.0M,306.0M,6.92,7.64
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:15:00 UTC+06:00,5 Min,275.0M,301.0M,6.89,7.54
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:20:00 UTC+06:00,5 Min,271.0M,293.0M,6.77,7.32
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:25:00 UTC+06:00,5 Min,259.0M,283.0M,6.47,7.08
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:30:00 UTC+06:00,5 Min,249.0M,272.0M,6.23,6.81
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:35:00 UTC+06:00,5 Min,232.0M,255.0M,5.80,6.37
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:40:00 UTC+06:00,5 Min,212.0M,234.0M,5.30,5.86
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:45:00 UTC+06:00,5 Min,185.0M,206.0M,4.63,5.15
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:50:00 UTC+06:00,5 Min,151.0M,168.0M,3.77,4.19
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 18:55:00 UTC+06:00,5 Min,84.1M,95.0M,2.10,2.38
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:00:00 UTC+06:00,5 Min,52.3M,55.5M,1.31,1.39
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:05:00 UTC+06:00,5 Min,65.6M,66.0M,1.64,1.65
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:10:00 UTC+06:00,5 Min,89.9M,93.5M,2.25,2.34
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:15:00 UTC+06:00,5 Min,130.0M,135.0M,3.24,3.37
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:20:00 UTC+06:00,5 Min,191.0M,194.0M,4.78,4.86
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:25:00 UTC+06:00,5 Min,293.0M,291.0M,7.32,7.28
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:30:00 UTC+06:00,5 Min,387.0M,388.0M,9.67,9.70
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:35:00 UTC+06:00,5 Min,455.0M,452.0M,11.38,11.29
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:40:00 UTC+06:00,5 Min,496.0M,490.0M,12.41,12.24
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:45:00 UTC+06:00,5 Min,530.0M,521.0M,13.26,13.03
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:50:00 UTC+06:00,5 Min,552.0M,536.0M,13.80,13.41
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 19:55:00 UTC+06:00,5 Min,557.0M,538.0M,13.92,13.45
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:00:00 UTC+06:00,5 Min,558.0M,539.0M,13.95,13.46
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:05:00 UTC+06:00,5 Min,554.0M,540.0M,13.86,13.51
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:10:00 UTC+06:00,5 Min,558.0M,540.0M,13.94,13.51
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:15:00 UTC+06:00,5 Min,548.0M,535.0M,13.71,13.38
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:20:00 UTC+06:00,5 Min,528.0M,527.0M,13.21,13.17
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:25:00 UTC+06:00,5 Min,491.0M,493.0M,12.27,12.32
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:30:00 UTC+06:00,5 Min,465.0M,471.0M,11.62,11.77
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:35:00 UTC+06:00,5 Min,437.0M,440.0M,10.92,11.01
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:40:00 UTC+06:00,5 Min,406.0M,412.0M,10.16,10.31
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:45:00 UTC+06:00,5 Min,387.0M,397.0M,9.67,9.93
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:50:00 UTC+06:00,5 Min,367.0M,379.0M,9.17,9.47
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 20:55:00 UTC+06:00,5 Min,344.0M,353.0M,8.61,8.84
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:00:00 UTC+06:00,5 Min,333.0M,342.0M,8.33,8.56
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:05:00 UTC+06:00,5 Min,326.0M,336.0M,8.16,8.40
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:10:00 UTC+06:00,5 Min,318.0M,328.0M,7.94,8.20
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:15:00 UTC+06:00,5 Min,314.0M,324.0M,7.84,8.10
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:20:00 UTC+06:00,5 Min,308.0M,317.0M,7.70,7.93
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:25:00 UTC+06:00,5 Min,308.0M,319.0M,7.71,7.97
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:30:00 UTC+06:00,5 Min,315.0M,322.0M,7.89,8.05
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:35:00 UTC+06:00,5 Min,317.0M,327.0M,7.94,8.16
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:40:00 UTC+06:00,5 Min,322.0M,331.0M,8.05,8.28
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:45:00 UTC+06:00,5 Min,320.0M,329.0M,8.01,8.22
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:50:00 UTC+06:00,5 Min,333.0M,339.0M,8.32,8.47
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 21:55:00 UTC+06:00,5 Min,334.0M,342.0M,8.34,8.55
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:00:00 UTC+06:00,5 Min,335.0M,344.0M,8.38,8.59
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:05:00 UTC+06:00,5 Min,340.0M,350.0M,8.51,8.75
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:10:00 UTC+06:00,5 Min,349.0M,359.0M,8.72,8.97
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:15:00 UTC+06:00,5 Min,354.0M,360.0M,8.84,9.01
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:20:00 UTC+06:00,5 Min,357.0M,366.0M,8.92,9.15
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:25:00 UTC+06:00,5 Min,364.0M,373.0M,9.10,9.33
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:30:00 UTC+06:00,5 Min,358.0M,365.0M,8.94,9.13
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:35:00 UTC+06:00,5 Min,348.0M,358.0M,8.70,8.96
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:40:00 UTC+06:00,5 Min,341.0M,350.0M,8.53,8.75
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:45:00 UTC+06:00,5 Min,333.0M,344.0M,8.32,8.60
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:50:00 UTC+06:00,5 Min,329.0M,336.0M,8.23,8.40
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 22:55:00 UTC+06:00,5 Min,320.0M,328.0M,8.01,8.20
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:00:00 UTC+06:00,5 Min,305.0M,316.0M,7.64,7.89
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:05:00 UTC+06:00,5 Min,289.0M,299.0M,7.22,7.46
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:10:00 UTC+06:00,5 Min,277.0M,288.0M,6.94,7.21
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:15:00 UTC+06:00,5 Min,264.0M,276.0M,6.60,6.90
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:20:00 UTC+06:00,5 Min,252.0M,264.0M,6.30,6.60
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:25:00 UTC+06:00,5 Min,239.0M,252.0M,5.97,6.29
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:30:00 UTC+06:00,5 Min,227.0M,239.0M,5.68,5.98
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:35:00 UTC+06:00,5 Min,217.0M,228.0M,5.43,5.70
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:40:00 UTC+06:00,5 Min,204.0M,214.0M,5.10,5.36
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:45:00 UTC+06:00,5 Min,193.0M,205.0M,4.82,5.12
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:50:00 UTC+06:00,5 Min,183.0M,194.0M,4.57,4.86
MT14_S9306_SW_B/Eth-Trunk5,20/06/2015 23:55:00 UTC+06:00,5 Min,171.0M,181.0M,4.28,4.54
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:00:00 UTC+06:00,5 Min,164.0M,173.0M,4.11,4.33
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:05:00 UTC+06:00,5 Min,160.0M,169.0M,4.01,4.22
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:10:00 UTC+06:00,5 Min,157.0M,167.0M,3.93,4.18
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:15:00 UTC+06:00,5 Min,152.0M,160.0M,3.80,4.00
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:20:00 UTC+06:00,5 Min,146.0M,155.0M,3.64,3.89
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:25:00 UTC+06:00,5 Min,141.0M,150.0M,3.52,3.74
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:30:00 UTC+06:00,5 Min,135.0M,143.0M,3.39,3.57
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:35:00 UTC+06:00,5 Min,129.0M,135.0M,3.22,3.37
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:40:00 UTC+06:00,5 Min,122.0M,125.0M,3.04,3.12
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:45:00 UTC+06:00,5 Min,116.0M,122.0M,2.89,3.04
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:50:00 UTC+06:00,5 Min,110.0M,114.0M,2.76,2.86
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 00:55:00 UTC+06:00,5 Min,104.0M,108.0M,2.59,2.70
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:00:00 UTC+06:00,5 Min,97.9M,102.0M,2.45,2.54
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:05:00 UTC+06:00,5 Min,91.7M,95.3M,2.29,2.38
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:10:00 UTC+06:00,5 Min,84.6M,88.5M,2.12,2.21
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:15:00 UTC+06:00,5 Min,79.7M,83.1M,1.99,2.08
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:20:00 UTC+06:00,5 Min,73.3M,78.8M,1.83,1.97
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:25:00 UTC+06:00,5 Min,69.7M,74.5M,1.74,1.86
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:30:00 UTC+06:00,5 Min,65.9M,69.8M,1.65,1.75
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:35:00 UTC+06:00,5 Min,62.0M,66.1M,1.55,1.65
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:40:00 UTC+06:00,5 Min,59.4M,62.7M,1.49,1.57
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:45:00 UTC+06:00,5 Min,57.6M,60.8M,1.44,1.52
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:50:00 UTC+06:00,5 Min,54.4M,56.9M,1.36,1.42
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 01:55:00 UTC+06:00,5 Min,51.4M,54.4M,1.29,1.36
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:00:00 UTC+06:00,5 Min,49.4M,53.6M,1.23,1.34
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:05:00 UTC+06:00,5 Min,48.3M,51.9M,1.21,1.30
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:10:00 UTC+06:00,5 Min,46.9M,51.0M,1.17,1.27
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:15:00 UTC+06:00,5 Min,44.5M,49.5M,1.11,1.24
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:20:00 UTC+06:00,5 Min,41.9M,47.6M,1.05,1.19
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:25:00 UTC+06:00,5 Min,42.8M,47.4M,1.07,1.18
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:30:00 UTC+06:00,5 Min,45.2M,50.5M,1.13,1.26
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:35:00 UTC+06:00,5 Min,50.3M,55.5M,1.26,1.39
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:40:00 UTC+06:00,5 Min,55.8M,60.3M,1.39,1.51
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:45:00 UTC+06:00,5 Min,65.6M,71.2M,1.64,1.78
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:50:00 UTC+06:00,5 Min,78.8M,85.2M,1.97,2.13
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 02:55:00 UTC+06:00,5 Min,90.0M,97.9M,2.25,2.45
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:00:00 UTC+06:00,5 Min,100.0M,110.0M,2.51,2.75
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:05:00 UTC+06:00,5 Min,111.0M,122.0M,2.77,3.05
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:10:00 UTC+06:00,5 Min,108.0M,120.0M,2.70,2.99
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:15:00 UTC+06:00,5 Min,109.0M,119.0M,2.73,2.98
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:20:00 UTC+06:00,5 Min,116.0M,124.0M,2.91,3.09
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:25:00 UTC+06:00,5 Min,131.0M,134.0M,3.27,3.35
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:30:00 UTC+06:00,5 Min,155.0M,153.0M,3.88,3.83
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:35:00 UTC+06:00,5 Min,185.0M,180.0M,4.62,4.51
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:40:00 UTC+06:00,5 Min,210.0M,200.0M,5.25,4.99
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:45:00 UTC+06:00,5 Min,214.0M,207.0M,5.36,5.17
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:50:00 UTC+06:00,5 Min,164.0M,166.0M,4.10,4.14
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 03:55:00 UTC+06:00,5 Min,127.0M,121.0M,3.18,3.03
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:00:00 UTC+06:00,5 Min,108.0M,104.0M,2.70,2.60
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:05:00 UTC+06:00,5 Min,102.0M,94.9M,2.55,2.37
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:10:00 UTC+06:00,5 Min,102.0M,92.9M,2.55,2.32
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:15:00 UTC+06:00,5 Min,103.0M,95.2M,2.58,2.38
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:20:00 UTC+06:00,5 Min,97.8M,89.2M,2.45,2.23
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:25:00 UTC+06:00,5 Min,88.2M,79.7M,2.21,1.99
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:30:00 UTC+06:00,5 Min,73.8M,66.4M,1.85,1.66
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:35:00 UTC+06:00,5 Min,61.8M,54.3M,1.54,1.36
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:40:00 UTC+06:00,5 Min,51.4M,45.5M,1.29,1.14
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:45:00 UTC+06:00,5 Min,44.4M,39.1M,1.11,0.98
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:50:00 UTC+06:00,5 Min,39.0M,34.1M,0.98,0.85
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 04:55:00 UTC+06:00,5 Min,35.2M,30.4M,0.88,0.76
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 05:00:00 UTC+06:00,5 Min,30.3M,26.7M,0.76,0.67
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 05:05:00 UTC+06:00,5 Min,27.5M,24.4M,0.69,0.61
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 05:10:00 UTC+06:00,5 Min,25.4M,22.6M,0.64,0.56
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 05:15:00 UTC+06:00,5 Min,23.7M,22.0M,0.59,0.55
MT14_S9306_SW_B/Eth-Trunk5,21/06/2015 05:20:00 UTC+06:00,5 Min,22.2M,21.3M,0.55,0.53
